Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
1,Aaron Judge,33,NYY,AL,679,82,-1,-2,3,-8,74,7.6,22,96,9.7,0.550,0.546,9.4,-0.5,93,9D/H,ASMVP-1SS,judgeaa01
2,Cal Raleigh#,28,SEA,AL,705,50,-2,0,-4,6,50,5.2,23,73,7.4,0.532,0.531,7.7,0.2,77,*2D/H,ASMVP-2SS,raleica01
3,Bobby Witt Jr.,25,KCR,AL,687,27,6,2,3,9,47,4.9,23,70,7.1,0.531,0.530,6.7,1.3,67,*6/D,ASMVP-4GGSS,wittbo02
4,Geraldo Perdomo#,25,ARI,NL,720,33,3,0,3,10,48,4.8,23,72,7.0,0.530,0.530,6.8,1.3,68,*6/H,MVP-4SS,perdoge01
5,Julio Rodríguez,24,SEA,AL,710,26,2,1,9,5,43,4.6,23,66,6.8,0.528,0.528,5.8,1.5,57,*8/DH,ASMVP-6,rodriju01
6,Shohei Ohtani*,30,LAD,NL,727,62,0,1,0,-16,47,4.7,23,70,6.6,0.530,0.529,6.7,-1.7,70,*D1,ASMVP-1SS,ohtansh01
7,Nico Hoerner,28,CHC,NL,649,13,1,3,17,6,40,4.1,22,62,6.2,0.526,0.525,4.5,2.3,45,*4/6,MVP-19GG,hoernni01
8,Corey Seager*,31,TEX,AL,445,26,-2,-1,16,6,45,4.7,15,60,6.2,0.546,0.529,4.4,2.3,44,6/D,,seageco01
9,Juan Soto*,26,NYM,NL,715,51,2,0,-7,-5,41,4.1,23,64,6.2,0.526,0.525,7.0,-1.3,71,*9/D,MVP-3SS,sotoju01
10,Pete Crow-Armstrong*,23,CHC,NL,647,13,4,2,15,5,38,3.9,22,60,6.0,0.525,0.524,4.4,2.0,45,*8/HD,ASMVP-9GG,crowape01
11,Matt Olson*,31,ATL,NL,724,31,-1,-1,17,-8,38,3.9,23,61,6.0,0.524,0.524,4.3,1.0,44,*3,ASMVP-18GG,olsonma02
12,Francisco Lindor#,31,NYM,NL,732,24,4,0,-1,10,37,3.7,23,60,5.9,0.523,0.523,6.0,0.9,61,*6/DH,ASMVP-10,lindofr01
13,Fernando Tatis Jr.,26,SDP,NL,691,23,4,1,15,-5,38,3.8,22,60,5.9,0.525,0.524,4.4,1.0,45,*9/D,ASMVP-8GG,tatisfe02
14,Corbin Carroll*,24,ARI,NL,642,28,5,2,8,-4,38,3.9,21,59,5.8,0.527,0.524,5.0,0.4,51,*9/8DH,ASMVP-6SS,carroco02
15,Maikel Garcia,25,KCR,AL,666,18,2,-1,10,5,33,3.6,23,56,5.8,0.522,0.522,4.7,1.6,46,*564/8DH9,ASMVP-14GG,garcima01
16,José Ramírez#,32,CLE,AL,673,25,7,0,0,1,34,3.6,23,57,5.8,0.522,0.522,5.7,0.2,57,*5D,ASMVP-3SS,ramirjo01
17,Wyatt Langford,23,TEX,AL,573,19,2,0,16,-2,35,3.8,19,54,5.6,0.528,0.523,3.9,1.5,38,*78/H,,langfwy01
18,Jeremy Peña,27,HOU,AL,543,19,4,2,5,7,37,3.9,18,55,5.6,0.531,0.524,5.1,1.3,50,*6/HD,ASMVP-10,penaje02
19,Brice Turang*,25,MIL,NL,659,18,3,3,6,5,35,3.5,23,57,5.6,0.523,0.522,5.0,1.1,51,*4/H6,-MVP 14.00,turanbr02
20,Nick Kurtz*,22,ATH,AL,489,41,-1,0,2,-6,36,3.8,17,53,5.4,0.532,0.523,5.1,-0.4,51,*3/DH,MVP-12ROY-1SS,kurtzni01
21,Trea Turner,32,PHI,NL,639,18,6,0,2,8,35,3.5,20,56,5.4,0.525,0.522,5.3,1.1,53,*6/DH,-MVP 5.00,turnetr01
22,Gunnar Henderson*,24,BAL,AL,651,16,6,3,-3,8,30,3.2,22,52,5.3,0.520,0.519,5.6,0.6,55,*6/DH,,hendegu01
23,Cody Bellinger*,29,NYY,AL,656,17,1,2,11,-4,27,2.9,22,49,5.1,0.519,0.518,3.8,0.8,38,*798/3H,-MVP 14.00,bellico01
24,Zach Neto,24,LAA,AL,554,9,1,0,13,7,31,3.3,18,49,5.1,0.525,0.520,3.7,2.2,36,*6/H,,netoza01
25,Mookie Betts,32,LAD,NL,663,2,1,-1,17,9,28,2.9,22,50,4.9,0.519,0.518,3.2,2.6,33,*6/H9,,bettsmo01
26,Byron Buxton,31,MIN,AL,542,24,6,2,-5,3,30,3.1,18,48,4.9,0.524,0.519,5.4,-0.2,53,*8/D,ASMVP-11SS,buxtoby01
27,George Springer,35,TOR,AL,586,42,3,-2,-7,-9,28,2.9,20,48,4.8,0.520,0.518,5.5,-1.6,55,D978/H,MVP-7SS,springe01
28,Jarren Duran*,28,BOS,AL,696,14,2,1,9,-4,23,2.5,23,46,4.7,0.515,0.515,3.7,0.6,37,*78/H9D,,duranja01
29,Ceddanne Rafaela,24,BOS,AL,587,-5,3,1,21,5,25,2.7,20,45,4.7,0.517,0.516,2.4,2.8,24,*84/H,GG,rafaece01
30,Kyle Schwarber*,32,PHI,NL,724,41,1,1,-2,-16,24,2.5,23,48,4.7,0.515,0.515,4.9,-1.9,50,*D/7,ASMVP-2,schwaky01
31,Michael Busch*,27,CHC,NL,592,33,-3,1,2,-7,26,2.7,20,46,4.6,0.517,0.516,4.4,-0.5,44,*3H/D,-MVP 16.00,buschmi02
32,Vladimir Guerrero Jr.,26,TOR,AL,680,25,-2,-1,8,-9,22,2.4,23,45,4.6,0.515,0.514,3.7,0.0,37,*3D/H,ASMVP-13,guerrvl02
33,Kyle Tucker*,28,CHC,NL,597,30,3,0,-1,-5,27,2.7,20,47,4.6,0.520,0.517,4.7,-0.7,48,*9D/H,ASSS,tuckeky01
34,Will Smith,30,LAD,NL,436,26,-1,0,-2,7,31,3.1,15,45,4.5,0.528,0.519,4.7,0.5,47,2H/D,ASMVP-20,smithwi05
35,Dansby Swanson,31,CHC,NL,645,6,-1,2,7,9,24,2.4,22,46,4.5,0.515,0.515,3.8,1.7,39,*6,,swansda01
36,Junior Caminero,21,TBR,AL,653,26,0,-5,-5,4,21,2.2,22,43,4.4,0.514,0.513,4.9,-0.1,48,*5/DH3,ASMVP-9,caminju01
37,Ketel Marte#,31,ARI,NL,556,27,-3,-1,1,2,26,2.7,18,45,4.4,0.521,0.516,4.3,0.3,43,4D/H,ASMVP-22SS,marteke01
38,Ernie Clement,29,TOR,AL,588,-6,1,0,22,5,22,2.4,20,42,4.3,0.515,0.514,1.9,2.9,20,5463H,,clemeer01
39,Tyler Soderstrom*,23,ATH,AL,624,18,1,-1,9,-6,20,2.2,21,41,4.3,0.513,0.513,3.3,0.3,32,73H/D,,soderty01
40,Jazz Chisholm Jr.*,27,NYY,AL,531,16,3,1,-2,4,23,2.4,18,41,4.2,0.518,0.515,4.3,0.3,43,45/H,ASSS,chishja01
41,Matt Chapman,32,SFG,NL,535,14,2,0,5,3,24,2.4,18,42,4.1,0.519,0.515,3.6,0.9,37,*5,,chapmma01
42,Manny Machado,32,SDP,NL,678,12,2,-1,3,3,19,1.9,23,42,4.1,0.512,0.512,3.8,0.6,39,*5D,ASMVP-16SS,machama01
43,Rafael Devers*,28,2TM,2LG,729,32,-3,-1,2,-13,18,1.9,24,42,4.1,0.512,0.506,3.9,-1.1,40,*D3/5H,,deverra01
43,Rafael Devers*,28,BOS,AL,334,20,-1,-1,0,-6,12,1.3,11,22,2.3,0.517,0.508,2.3,-0.6,22,D,,deverra01
43,Rafael Devers*,28,SFG,NL,395,13,-2,0,2,-6,6,0.7,13,19,1.9,0.507,0.504,1.7,-0.5,17,D3/5H,,deverra01
44,Randy Arozarena,30,SEA,AL,709,19,3,1,-1,-5,17,1.8,23,40,4.0,0.511,0.511,4.1,-0.6,41,*7/D,AS,arozara01
45,Ian Happ#,30,CHC,NL,663,17,-2,0,9,-5,19,2.0,22,41,4.0,0.513,0.512,3.1,0.4,32,*7/DH,GG,happia01
46,William Contreras,27,MIL,NL,659,13,-1,-1,0,8,18,1.8,22,40,3.9,0.512,0.511,3.9,0.8,40,*2D/37,,contrwi02
47,Shea Langeliers,27,ATH,AL,523,19,0,-1,-4,7,20,2.1,18,38,3.9,0.517,0.513,4.2,0.3,42,2D/H,,langesh01
48,Harrison Bader,31,2TM,2LG,501,10,-1,1,13,-1,22,2.3,17,39,3.9,0.516,0.508,2.6,1.4,26,*87H/9,,baderha01
48,Harrison Bader,31,MIN,AL,307,5,0,1,12,-2,15,1.7,10,26,2.7,0.517,0.510,1.4,1.1,14,78H/9,,baderha01
48,Harrison Bader,31,PHI,NL,194,5,-1,0,1,1,7,0.7,7,13,1.3,0.513,0.504,1.2,0.2,12,8/H,,baderha01
49,J.P. Crawford*,30,SEA,AL,654,9,-1,0,-3,9,14,1.6,22,37,3.8,0.510,0.509,4.0,0.7,40,*6/H,,crawfjp01
50,Andy Pages,24,LAD,NL,624,11,-2,0,8,1,17,1.7,21,38,3.8,0.511,0.511,3.0,0.8,30,*897,,pagesan01
51,Trevor Story,32,BOS,AL,654,4,7,3,-7,9,15,1.7,22,38,3.8,0.510,0.510,4.5,0.3,45,*6/HD,,storytr01
52,Ramón Laureano,30,2TM,2LG,488,19,0,-1,7,-5,20,2.2,17,37,3.8,0.516,0.508,3.0,0.3,30,*798/DH,,laurera01
52,Ramón Laureano,30,BAL,AL,290,15,0,-1,8,-3,19,2.0,10,29,3.0,0.524,0.512,2.1,0.5,21,97/DH8,,laurera01
52,Ramón Laureano,30,SDP,NL,198,4,0,0,-1,-1,2,0.2,7,8,0.8,0.503,0.501,0.9,-0.2,9,78/9HD,,laurera01
53,Willy Adames,29,SFG,NL,686,8,-1,0,-2,9,16,1.6,23,39,3.7,0.510,0.510,4.0,0.7,41,*6/D,,adamewi01
54,Hunter Goodman,25,COL,NL,579,16,1,-2,-1,4,18,1.8,20,38,3.7,0.513,0.511,3.8,0.3,39,2D/H,ASSS,goodmhu01
55,Steven Kwan*,27,CLE,AL,693,-5,0,1,22,-5,14,1.5,23,36,3.7,0.509,0.509,1.3,1.9,14,*7/D8,ASGG,kwanst01
56,James Wood*,22,WSN,NL,689,25,-3,-1,1,-7,15,1.6,23,38,3.7,0.510,0.510,3.6,-0.6,37,*7D/H,AS,woodja03
57,Elly De La Cruz#,23,CIN,NL,699,3,5,1,-5,9,14,1.4,23,37,3.6,0.509,0.509,4.1,0.4,42,*6/DH,ASMVP-23,delacel01
58,Carson Kelly,30,CHC,NL,421,10,-1,-1,6,7,22,2.2,14,36,3.6,0.520,0.514,3.0,1.3,30,2/HD,,kellyca02
59,Max Muncy*,34,LAD,NL,388,16,1,0,3,3,23,2.3,13,36,3.6,0.523,0.514,3.3,0.6,33,5H,,muncyma01
60,Kyle Stowers*,27,MIA,NL,457,25,0,-1,1,-5,21,2.1,16,37,3.6,0.518,0.513,3.5,-0.4,36,79H8/D,AS,stoweky01
61,Eugenio Suárez,33,2TM,2LG,657,20,-2,-1,-7,4,14,1.5,22,37,3.6,0.509,0.507,4.3,-0.4,44,*5/D3H,AS,suareeu01
61,Eugenio Suárez,33,ARI,NL,437,23,-2,0,-4,2,19,1.9,15,34,3.3,0.518,0.512,3.7,-0.2,38,5/DH3,,suareeu01
61,Eugenio Suárez,33,SEA,AL,220,-3,1,-1,-3,1,-4,-0.4,8,3,0.3,0.492,0.497,0.6,-0.2,6,5/3,,suareeu01
62,Jonathan Aranda*,27,TBR,AL,422,22,-3,-2,7,-5,20,2.1,14,34,3.5,0.520,0.513,2.8,0.2,27,3DH,AS,arandjo01
63,Bo Bichette,27,TOR,AL,628,23,-2,-2,-12,8,14,1.6,20,35,3.5,0.511,0.509,4.7,-0.4,46,*6/DH,-MVP 16.00,bichebo01
64,Alex Bregman,31,BOS,AL,495,17,-2,-1,1,3,18,1.9,16,34,3.5,0.516,0.511,3.3,0.5,33,*5/HD,AS,bregmal01
65,Freddie Freeman*,35,LAD,NL,627,30,-1,0,-7,-7,15,1.5,21,36,3.5,0.510,0.509,4.2,-1.4,43,*3/H,ASMVP-13,freemfr01
66,Trent Grisham*,28,NYY,AL,581,23,-1,0,-11,4,15,1.6,20,35,3.5,0.511,0.510,4.6,-0.7,46,*8/H,,grishtr01
67,Otto López,26,MIA,NL,594,-7,1,1,13,8,16,1.6,20,36,3.5,0.511,0.510,2.2,2.1,23,*64/HD,,lopezot01
68,CJ Abrams*,24,WSN,NL,635,8,2,2,-6,8,14,1.4,21,35,3.4,0.510,0.509,4.0,0.2,41,*6/HD,,abramcj01
69,Pete Alonso,30,NYM,NL,709,34,-1,-4,-9,-8,12,1.2,23,36,3.4,0.508,0.508,4.4,-1.8,45,*3/D,ASMVP-11SS,alonspe01
70,Yandy Díaz,33,TBR,AL,651,26,0,-1,-2,-12,12,1.3,22,33,3.4,0.508,0.508,3.6,-1.4,35,*D3,-MVP 18.00,diazya01
71,Drake Baldwin*,24,ATL,NL,446,15,-1,0,-3,6,18,1.8,15,33,3.3,0.515,0.511,3.6,0.3,36,2HD,ROY-1,baldwdr01
72,Colson Montgomery*,23,CHW,AL,284,10,-1,1,8,4,22,2.4,10,32,3.3,0.533,0.514,2.4,1.3,24,65/H,ROY-5,montgco01
73,Marcus Semien,34,TEX,AL,534,0,4,1,5,4,14,1.5,18,32,3.3,0.512,0.509,2.7,1.0,27,*4,GG,semiema01
74,Wilyer Abreu*,26,BOS,AL,417,5,0,0,15,-4,17,1.8,14,31,3.2,0.516,0.511,1.6,1.3,16,9H/D,GG,abreuwi02
75,Xavier Edwards#,25,MIA,NL,619,-5,2,2,9,6,13,1.3,20,33,3.2,0.510,0.508,2.3,1.5,24,46/HD,,edwarxa01
76,Roman Anthony*,21,BOS,AL,303,14,1,1,7,-3,20,2.2,10,31,3.1,0.530,0.513,2.4,0.4,23,97D/H,ROY-3,anthoro01
77,Brett Baty*,25,NYM,NL,432,7,-1,1,7,3,17,1.7,15,32,3.1,0.513,0.511,2.4,1.1,25,54H/D,,batybr01
78,Dillon Dingler,26,DET,AL,469,5,0,0,2,8,14,1.6,16,30,3.1,0.512,0.509,2.9,1.1,28,*2/HD,GG,dingldi01
79,Bryce Harper*,32,PHI,NL,580,18,2,2,-3,-6,13,1.3,19,32,3.1,0.510,0.508,3.4,-1.0,35,*3/D,,harpebr03
80,Matt Shaw,23,CHC,NL,437,-1,1,1,11,3,16,1.7,15,31,3.1,0.513,0.510,1.9,1.4,20,*5/H4,ROY-9,shawma01
81,Christian Yelich*,33,MIL,NL,644,16,3,3,1,-12,10,1.1,22,32,3.1,0.507,0.507,3.0,-1.2,31,*D7/H,-MVP 12.00,yelicch01
82,Josh Naylor*,28,2TM,2LG,604,20,2,-2,-1,-8,10,1.1,21,31,3.1,0.507,0.502,3.2,-0.9,32,*3D/H,,naylojo01
82,Josh Naylor*,28,ARI,NL,394,10,0,-2,-6,-5,-4,-0.4,13,9,0.8,0.496,0.497,1.5,-1.2,15,3D/H,,naylojo01
82,Josh Naylor*,28,SEA,AL,210,10,2,0,5,-3,14,1.5,7,22,2.2,0.528,0.509,1.7,0.3,16,3/DH,,naylojo01
83,Ronald Acuña Jr.,27,ATL,NL,412,29,2,0,-12,-3,17,1.7,14,31,3.0,0.518,0.510,4.2,-1.6,43,9/DH,AS,acunaro01
84,Sal Frelick*,25,MIL,NL,594,7,-1,3,6,-4,11,1.1,20,31,3.0,0.508,0.507,2.4,0.2,25,*98/H35,,frelisa01
85,Josh Smith*,27,TEX,AL,563,8,4,0,-4,2,10,1.1,19,29,3.0,0.507,0.506,3.3,-0.2,33,653HD/7948,,smithjo11
86,Jacob Wilson,23,ATH,AL,523,16,-1,-1,-10,7,12,1.3,18,30,3.0,0.510,0.507,4.0,-0.3,39,*6/D,ASMVP-18ROY-2,wilsoja05
87,Brandon Nimmo*,32,NYM,NL,652,10,0,0,3,-5,8,0.8,22,30,2.9,0.505,0.505,2.6,-0.2,27,*7/8DH,,nimmobr01
88,Myles Straw,30,TOR,AL,299,-4,4,0,18,0,17,1.9,10,28,2.9,0.513,0.511,0.9,1.9,9,*87H9/4,,strawmy01
89,Gleyber Torres,28,DET,AL,628,9,0,-1,-4,4,8,0.9,21,29,2.9,0.506,0.505,3.3,0.0,33,*4D/H,AS,torregl01
90,José Caballero,28,2TM,AL,370,0,3,1,10,2,16,1.7,13,28,2.9,0.513,0.505,1.8,1.3,18,6954H7/D81,,cabaljo01
90,José Caballero,28,TBR,AL,275,-5,2,1,8,1,8,0.9,9,17,1.8,0.510,0.505,0.9,1.0,9,6594H/78D1,,cabaljo01
90,José Caballero,28,NYY,AL,95,5,0,1,2,0,8,0.9,3,11,1.2,0.521,0.505,0.9,0.3,9,965/H47D,,cabaljo01
91,Caleb Durbin,25,MIL,NL,506,4,0,0,4,4,11,1.1,17,28,2.8,0.508,0.507,2.4,0.8,24,*54H/6,ROY-3,durbica01
92,Zach McKinstry*,30,DET,AL,511,6,4,2,-3,2,11,1.2,17,28,2.8,0.508,0.507,3.1,0.0,31,5697H/4D13,ASSS,mckinza01
93,Daulton Varsho*,28,TOR,AL,271,5,0,1,10,2,17,1.9,9,27,2.8,0.526,0.511,1.7,1.3,17,8/HD,,varshda01
94,Danny Jansen,30,2TM,2LG,337,2,-2,0,10,6,16,1.7,12,27,2.8,0.517,0.506,1.7,1.7,17,2H/D,,janseda01
94,Danny Jansen,30,TBR,AL,259,-1,-1,-1,9,5,11,1.2,9,20,2.1,0.517,0.507,1.1,1.5,11,2/H,,janseda01
94,Danny Jansen,30,MIL,NL,78,2,0,0,1,1,4,0.5,3,7,0.7,0.518,0.503,0.6,0.2,6,2/HD,,janseda01
95,Mike Yastrzemski*,34,2TM,2LG,558,7,2,0,5,-4,10,1.0,19,29,2.8,0.507,0.503,2.3,0.0,24,*9H8/7D1,,yastrmi01
95,Mike Yastrzemski*,34,SFG,NL,372,1,2,0,5,-3,6,0.6,13,19,1.8,0.506,0.504,1.3,0.2,14,9/H1,,yastrmi01
95,Mike Yastrzemski*,34,KCR,AL,186,6,0,0,0,-2,4,0.4,6,10,1.0,0.508,0.502,1.0,-0.2,10,98/7HD,,yastrmi01
96,Yainer Diaz,26,HOU,AL,567,-4,0,0,4,6,7,0.8,19,26,2.7,0.505,0.504,2.2,1.1,22,*2D/H,,diazya02
97,Brendan Donovan*,28,STL,NL,515,11,-1,2,-4,3,11,1.1,17,28,2.7,0.509,0.507,3.1,-0.1,32,47/6DH,AS,donovbr01
98,Adolis García,32,TEX,AL,547,-4,1,0,16,-5,8,0.9,19,27,2.7,0.506,0.505,1.0,1.3,11,*9/DH,,garciad02
99,Jackson Merrill*,22,SDP,NL,483,4,2,2,0,4,12,1.2,17,28,2.7,0.510,0.507,2.8,0.3,28,*8/H,,merrija01
100,Taylor Ward,31,LAA,AL,663,13,0,0,-3,-5,4,0.5,23,27,2.7,0.503,0.503,3.0,-0.8,30,*7/DH,,wardta01
101,Carlos Narváez,26,BOS,AL,446,-2,-2,-2,8,8,10,1.2,15,26,2.6,0.509,0.507,1.8,1.7,18,*2/HD,ROY-6,narvaca01
102,Jorge Polanco#,31,SEA,AL,524,20,-2,1,-4,-6,8,0.9,18,26,2.6,0.506,0.505,3.0,-1.1,30,D4H/53,,polanjo01
103,Seiya Suzuki,30,CHC,NL,651,22,0,-1,-5,-10,6,0.6,22,27,2.6,0.504,0.504,3.2,-1.6,32,D97/H8,-MVP 20.00,suzukse01
104,Taylor Walls#,28,TBR,AL,317,-12,1,2,18,5,14,1.5,11,25,2.6,0.515,0.509,0.6,2.5,7,6/H45D,,wallsta01
105,Willson Contreras,33,STL,NL,563,15,1,-1,-1,-7,6,0.6,19,26,2.5,0.505,0.504,2.6,-0.9,27,*3D,,contrwi01
106,J.T. Realmuto,34,PHI,NL,550,-7,1,-1,5,10,7,0.7,19,26,2.5,0.506,0.505,2.0,1.5,21,*2/DH,,realmjt01
107,Jake Cronenworth*,31,SDP,NL,515,8,2,2,-8,4,7,0.7,18,25,2.4,0.505,0.504,3.2,-0.5,33,*436/DH,,croneja01
108,Jake Meyers,29,HOU,AL,381,4,-1,0,5,3,11,1.2,13,24,2.4,0.511,0.507,1.9,0.9,19,8/H,,meyerja02
109,Sean Murphy,30,ATL,NL,337,-1,0,0,9,5,13,1.3,12,24,2.4,0.514,0.508,1.5,1.4,15,2H/D,,murphse01
110,Vinnie Pasquantino*,27,KCR,AL,682,16,-3,-1,-2,-9,1,0.1,23,24,2.4,0.500,0.500,2.5,-1.1,26,*3D,,pasquvi01
111,Ryan O'Hearn*,31,2TM,2LG,544,16,-2,0,0,-9,6,0.6,19,24,2.4,0.504,0.503,2.4,-0.9,24,3D9H/7,AS,ohearry01
111,Ryan O'Hearn*,31,BAL,AL,361,15,-1,0,0,-6,7,0.8,12,20,2.0,0.508,0.505,2.0,-0.6,20,3D9/H7,,ohearry01
111,Ryan O'Hearn*,31,SDP,NL,183,2,0,1,0,-3,-1,-0.2,6,5,0.4,0.497,0.499,0.5,-0.3,5,3D/H9,,ohearry01
112,TJ Friedl*,29,CIN,NL,685,5,2,1,-10,5,3,0.3,22,25,2.3,0.502,0.502,3.4,-0.6,35,*8/DH,,friedtj01
113,Alejandro Kirk,26,TOR,AL,506,6,-5,-3,0,8,5,0.6,17,23,2.3,0.504,0.503,2.3,0.9,23,*2H/D,AS,kirkal01
114,Isaac Paredes,26,HOU,AL,438,13,-2,-1,-4,1,8,0.9,15,23,2.3,0.508,0.505,2.7,-0.3,27,5D/H,AS,paredis01
115,Ben Rice*,26,NYY,AL,530,18,-2,-3,-4,-4,5,0.5,18,23,2.3,0.503,0.503,2.7,-0.8,27,3D2H,,ricebe01
116,Brent Rooker,30,ATH,AL,699,19,-1,-2,-5,-12,0,0.1,23,23,2.3,0.500,0.500,2.8,-1.8,28,*D9/7H,AS,rookebr01
117,Edmundo Sosa,29,PHI,NL,261,3,0,0,9,3,14,1.5,9,23,2.3,0.517,0.509,1.4,1.2,14,456H/78D,,sosaed01
118,Spencer Torkelson,25,DET,AL,649,12,-1,-1,0,-8,1,0.2,22,23,2.3,0.501,0.501,2.3,-0.8,23,*3D/H,,torkesp01
119,Jared Triolo,27,PIT,NL,376,-3,2,1,9,3,11,1.1,13,24,2.3,0.511,0.507,1.4,1.2,15,6534/H1D,,triolja01
120,Ryan McMahon*,30,2TM,2LG,586,-11,1,0,10,4,3,0.3,20,23,2.3,0.502,0.501,1.2,1.5,13,*5/HD,,mcmahry01
120,Ryan McMahon*,30,COL,NL,401,-7,0,0,3,3,-1,-0.1,14,13,1.2,0.499,0.499,0.9,0.6,10,5/HD,,mcmahry01
120,Ryan McMahon*,30,NYY,AL,185,-4,0,0,7,1,4,0.5,6,11,1.1,0.508,0.503,0.3,0.9,4,5/H,,mcmahry01
121,Jackson Chourio,21,MIL,NL,589,8,0,0,-4,0,5,0.5,19,24,2.2,0.504,0.503,2.7,-0.4,28,*879/D,,chourja01
122,Riley Greene*,24,DET,AL,655,14,0,-1,-7,-6,-1,0.0,22,22,2.2,0.499,0.499,2.8,-1.3,29,*7D8/H9,ASMVP-17SS,greenri03
123,Michael Harris II*,24,ATL,NL,641,-13,-1,4,6,5,1,0.1,22,23,2.2,0.501,0.501,1.6,1.1,17,*8/H,,harrimi04
124,Iván Herrera,25,STL,NL,452,21,0,-4,-2,-7,8,0.8,15,23,2.2,0.507,0.505,2.4,-0.9,25,D2/7H,,herreiv01
125,Victor Scott II*,24,STL,NL,463,-15,5,1,12,3,7,0.7,16,22,2.2,0.505,0.504,0.9,1.6,10,*8/97,,scottvi01
126,Bryson Stott*,27,PHI,NL,560,-3,1,1,0,5,4,0.4,19,23,2.2,0.503,0.503,2.3,0.5,23,*46H,,stottbr01
127,Masyn Winn,23,STL,NL,537,-7,2,0,2,8,4,0.4,18,23,2.2,0.503,0.503,2.0,1.0,21,*6/H,GG,winnma01
128,Ramón Urías,31,2TM,AL,391,-6,0,-1,12,2,8,0.9,13,21,2.2,0.507,0.503,0.8,1.6,9,54H/3D,,uriasra01
